        7491
    1      1 105      1  10      1 107      1 108    0.1393508664E+01      361.69357
    2      1 106      1  10      1 108      1   1    0.4411311892E+00      154.66941
    3      1 107      1  10      1   1      1   2    0.1027262249E+01      261.82512
    4      1 108      1  10      1   2      1   3    0.9865034123E+00      214.17127
    5      1   1      1  10      1   3      1   4    0.5832381053E+01     1431.24270
    6      1   3      1  10      1   5      1   6    0.9106078101E+01     2420.65026
    7      1   5      1  10      1   7      1   8    0.1427343729E+02     3255.90677
    8      1  11      1  10      1  13      1  14    0.1238796896E+02     3582.69962
    9      1  13      1  10      1  15      1  16    0.1357777770E+02     3895.87707
   10      1  15      1  10      1  17      1  18    0.1511749332E+02     3696.81908
   11      1  17      1  10      1  19      1  20    0.2222116925E+02     3506.83075
   12      1 105      1  10      1 108      1   1    0.1813789542E+00      132.04432
   13      1 106      1  10      1   1      1   2    0.4562892180E+00      247.30694
   14      1 107      1  10      1   2      1   3    0.5342641340E+00      285.56908
   15      1 108      1  10      1   3      1   4    0.4706289211E+00      210.84618
   16      1   1      1  10      1   4      1   5    0.2404621876E+01      934.84760
   17      1   3      1  10      1   6      1   7    0.5223164261E+01     1948.30001
   18      1   5      1  10      1   8      1   9    0.6278154770E+01     2840.70962
   19      1   9      1  10      1  12      1  13    0.7753875830E+01     3311.23265
   20      1  11      1  10      1  14      1  15    0.9590813342E+01     3351.03436
   21      1  13      1  10      1  16      1  17    0.8197559477E+01     3100.62112
   22      1  15      1  10      1  18      1  19    0.7936139451E+01     3668.32707
   23      1 105      1  10      1   1      1   2    0.2154703623E+00      209.93307
   24      1 106      1  10      1   2      1   3    0.2868010058E+00      273.72459
   25      1 107      1  10      1   3      1   4    0.3195590930E+00      279.55942
   26      1 108      1  10      1   4      1   5    0.3920337394E+00      235.73181
   27      1   1      1  10      1   5      1   6    0.7657189376E+00      692.57958
   28      1   3      1  10      1   7      1   8    0.2085758790E+01     1627.20707
   29      1   7      1  10      1  11      1  12    0.3711643411E+01     2819.14149
   30      1   9      1  10      1  13      1  14    0.2733169054E+01     2682.24928
   31      1  11      1  10      1  15      1  16    0.3320736414E+01     3314.73599
   32      1  13      1  10      1  17      1  18    0.3378881729E+01     3061.41246
   33      1  15      1  10      1  19      1  20    0.5610796313E+01     3056.18217
   34      1 105      1  10      1   2      1   3    0.1573676716E+00      244.63474
   35      1 106      1  10      1   3      1   4    0.1985645614E+00      277.86243
   36      1 107      1  10      1   4      1   5    0.3192160725E+00      323.27231
   37      1 108      1  10      1   5      1   6    0.2223323160E+00      282.75681
   38      1   1      1  10      1   6      1   7    0.6033127774E+00      577.03452
   39      1   3      1  10      1   8      1   9    0.1121862493E+01     1302.52106
   40      1   7      1  10      1  12      1  13    0.2248171619E+01     2406.31056
   41      1   9      1  10      1  14      1  15    0.2801560966E+01     2491.87588
   42      1  11      1  10      1  16      1  17    0.2130573652E+01     2133.84757
   43      1  13      1  10      1  18      1  19    0.2179947753E+01     2896.47598
   44      1 105      1  10      1   3      1   4    0.1229093524E+00      258.62980
   45      1 106      1  10      1   4      1   5    0.2265090826E+00      338.31183
   46      1 107      1  10      1   5      1   6    0.1971220309E+00      383.51963
   47      1 108      1  10      1   6      1   7    0.2486539796E+00      314.50186
   48      1   1      1  10      1   7      1   8    0.3185501455E+00      524.87050
   49      1   5      1  10      1  11      1  12    0.1076865496E+01     1741.14435
   50      1   7      1  10      1  13      1  14    0.8719218119E+00     1831.53309
   51      1   9      1  10      1  15      1  16    0.1171845996E+01     2466.63687
   52      1  11      1  10      1  17      1  18    0.1119540039E+01     2244.01452
   53      1  13      1  10      1  19      1  20    0.1802245622E+01     2172.06424
   54      1 105      1  10      1 107      1   1    0.1574887618E+01      301.33578
   55      1 106      1  10      1 108      1   2    0.8974204072E+00      191.05748
   56      1 107      1  10      1   1      1   3    0.1561526383E+01      269.49156
   57      1 108      1  10      1   2      1   4    0.1457132333E+01      213.08592
   58      1   1      1  10      1   3      1   5    0.8237002929E+01     1239.15870
   59      1   3      1  10      1   5      1   7    0.1432924236E+02     2224.10022
   60      1   5      1  10      1   7      1   9    0.2055159206E+02     3116.74641
   61      1   7      1  10      1   9      1  11    0.2284766055E+02     3421.81728
   62      1   9      1  10      1  11      1  13    0.2402749619E+02     3548.29936
   63      1  11      1  10      1  13      1  15    0.2197878230E+02     3477.78487
   64      1  13      1  10      1  15      1  17    0.2177533718E+02     3552.83099
   65      1  15      1  10      1  17      1  19    0.2305363277E+02     3686.96097
   66      1 105      1  10      1   1      1   3    0.3728380339E+00      223.30277
   67      1 106      1  10      1   2      1   4    0.4853655672E+00      275.40240
   68      1 107      1  10      1   3      1   5    0.6387751655E+00      299.81932
   69      1 108      1  10      1   4      1   6    0.6143660554E+00      250.82799
   70      1   1      1  10      1   5      1   7    0.1369031715E+01      636.42017
   71      1   3      1  10      1   7      1   9    0.3207621282E+01     1496.71766
   72      1   5      1  10      1   9      1  11    0.4991507975E+01     2273.77994
   73      1   7      1  10      1  11      1  13    0.5959815030E+01     2647.78523
   74      1   9      1  10      1  13      1  15    0.5534730020E+01     2582.38626
   75      1  11      1  10      1  15      1  17    0.5451310065E+01     2725.27902
   76      1  13      1  10      1  17      1  19    0.5558829482E+01     2994.54115
   77      1 105      1  10      1   3      1   5    0.2771637154E+00      292.32553
   78      1 106      1  10      1   4      1   6    0.3762048438E+00      361.93432
   79      1 107      1  10      1   5      1   7    0.4254517472E+00      398.47549
   80      1 108      1  10      1   6      1   8    0.4146865964E+00      326.66956
   81      1   1      1  10      1   7      1   9    0.5489569902E+00      515.35132
   82      1   3      1  10      1   9      1  11    0.1133682307E+01     1054.95339
   83      1   5      1  10      1  11      1  13    0.1819102460E+01     1631.64368
   84      1   7      1  10      1  13      1  15    0.1924805911E+01     1792.16433
   85      1   9      1  10      1  15      1  17    0.1951497994E+01     1922.64206
   86      1  11      1  10      1  17      1  19    0.1924053925E+01     2203.36929
   87      1 105      1  10      1   5      1   7    0.2427528992E+00      406.90044
   88      1 106      1  10      1   6      1   8    0.3076848672E+00      443.96089
   89      1 107      1  10      1   7      1   9    0.2963141451E+00      464.63635
   90      1   1      1  10      1   9      1  11    0.3329496343E+00      518.48857
   91      1   3      1  10      1  11      1  13    0.5796846953E+00      878.34665
   92      1   5      1  10      1  13      1  15    0.7650469912E+00     1186.10719
   93      1   7      1  10      1  15      1  17    0.8630503118E+00     1395.68243
   94      1   9      1  10      1  17      1  19    0.8450057890E+00     1638.71945
   95      1 105      1  10      1   7      1   9    0.1918561651E+00      471.09659
   96      1 107      1  10      1   9      1  11    0.2422484399E+00      560.36740
   97      1   1      1  10      1  11      1  13    0.2612944720E+00      593.76520
   98      1   3      1  10      1  13      1  15    0.3553897855E+00      829.39680
   99      1   5      1  10      1  15      1  17    0.4294318548E+00     1026.82662
  100      1   7      1  10      1  17      1  19    0.4472078931E+00     1305.67575
  101      1 105      1  10      1 108      1   3    0.5542169881E+00      182.11207
  102      1 106      1  10      1   1      1   4    0.9416547852E+00      261.03284
  103      1 107      1  10      1   2      1   5    0.1173039300E+01      293.15656
  104      1 108      1  10      1   3      1   6    0.1084994976E+01      231.76482
  105      1   1      1  10      1   4      1   7    0.3773653591E+01      798.93553
  106      1   3      1  10      1   6      1   9    0.8430785543E+01     1747.68009
  107      1   5      1  10      1   8      1  11    0.1126966274E+02     2558.19832
  108      1   9      1  10      1  12      1  15    0.1328860585E+02     2962.93255
  109      1  11      1  10      1  14      1  17    0.1504212341E+02     3093.60931
  110      1  13      1  10      1  16      1  19    0.1375638896E+02     3056.86307
  111      1 105      1  10      1   3      1   6    0.3847237026E+00      314.76061
  112      1 106      1  10      1   4      1   7    0.5568210715E+00      382.13799
  113      1 107      1  10      1   5      1   8    0.5808638459E+00      409.11428
  114      1 108      1  10      1   6      1   9    0.5625633176E+00      342.41868
  115      1   3      1  10      1   9      1  12    0.1453278030E+01     1016.91349
  116      1   5      1  10      1  11      1  14    0.2146308040E+01     1544.51144
  117      1   7      1  10      1  13      1  16    0.2420798377E+01     1789.83242
  118      1   9      1  10      1  15      1  18    0.2425856377E+01     1860.60278
  119      1  11      1  10      1  17      1  20    0.2673407292E+01     1975.22895
  120      1 105      1  10      1   6      1   9    0.3270490771E+00      448.19377
  121      1 107      1  10      1   8      1  11    0.3831504863E+00      533.69025
  122      1 108      1  10      1   9      1  12    0.3624325763E+00      488.85075
  123      1   3      1  10      1  12      1  15    0.6154787581E+00      838.54353
  124      1   5      1  10      1  14      1  17    0.8672732664E+00     1099.94006
  125      1   7      1  10      1  16      1  19    0.8142657383E+00     1193.29723
  126      1 105      1  10      1   9      1  12    0.2440454844E+00      575.03968
  127      1 107      1  10      1  11      1  14    0.2959890865E+00      716.57633
  128      1 108      1  10      1  12      1  15    0.3128820129E+00      681.74547
  129      1   1      1  10      1  13      1  16    0.2937782037E+00      726.06513
  130      1   3      1  10      1  15      1  18    0.3426406862E+00      852.19461
  131      1   5      1  10      1  17      1  20    0.4170925071E+00      984.57998
  132      1 105      1  10      1  12      1  15    0.2228330536E+00      733.77681
  133      1 106      1  10      1  13      1  16    0.2303133957E+00      829.15104
  134      1 107      1  10      1  14      1  17    0.2833716378E+00      855.95130
  135      1 108      1  10      1  15      1  18    0.2364047976E+00      834.87695
