      0.24846000E+02      0.54851000E+02      0.41119000E+02
      0.25107000E+02      0.51986000E+02      0.39779000E+02
      0.24928000E+02      0.49552000E+02      0.38315000E+02
      0.25078000E+02      0.47258000E+02      0.36948000E+02
      0.25032000E+02      0.44339000E+02      0.35186000E+02
      0.25013000E+02      0.42233000E+02      0.33898000E+02
      0.24851000E+02      0.39182000E+02      0.32191000E+02
      0.25163000E+02      0.36653000E+02      0.30681000E+02
      0.25116000E+02      0.34106000E+02      0.29157000E+02
     -0.44900000E+03      0.32180000E+02      0.27938000E+02
      0.25141000E+02      0.28974000E+02      0.26182000E+02
      0.25151000E+02      0.26491000E+02      0.24568000E+02
      0.25378000E+02      0.23789000E+02      0.22830000E+02
      0.24736000E+02      0.21974000E+02      0.21410000E+02
      0.24801000E+02      0.18785000E+02      0.19291000E+02
      0.26050000E+02      0.16881000E+02      0.17973000E+02
      0.24824000E+02      0.13818000E+02      0.16430000E+02
      0.24852000E+02      0.11929000E+02      0.14804000E+02
      0.25085000E+02      0.10250000E+02      0.12861000E+02
      0.25048000E+02      0.68680000E+01      0.11513000E+02
      0.19486000E+02      0.55025000E+02      0.41275000E+02
      0.19809000E+02      0.52236000E+02      0.40018000E+02
      0.19558000E+02      0.49552000E+02      0.38566000E+02
      0.19860000E+02      0.47115000E+02      0.36950000E+02
      0.19864000E+02      0.44392000E+02      0.35255000E+02
      0.19867000E+02      0.41835000E+02      0.33883000E+02
      0.19774000E+02      0.39350000E+02      0.32324000E+02
      0.19782000E+02      0.36860000E+02      0.30762000E+02
      0.19676000E+02      0.34180000E+02      0.29238000E+02
      0.19616000E+02      0.31557000E+02      0.27669000E+02
      0.19693000E+02      0.29075000E+02      0.26065000E+02
      0.19492000E+02      0.26614000E+02      0.24378000E+02
      0.19756000E+02      0.24264000E+02      0.22780000E+02
      0.19871000E+02      0.21672000E+02      0.21106000E+02
      0.19855000E+02      0.19024000E+02      0.19271000E+02
      0.19815000E+02      0.16623000E+02      0.17708000E+02
      0.19493000E+02      0.14069000E+02      0.16127000E+02
      0.19647000E+02      0.11643000E+02      0.14480000E+02
      0.19812000E+02      0.89320000E+01      0.12875000E+02
      0.19667000E+02      0.61530000E+01      0.11660000E+02
      0.15031000E+02      0.54864000E+02      0.41197000E+02
      0.15059000E+02      0.52063000E+02      0.39987000E+02
      0.14951000E+02      0.49493000E+02      0.38706000E+02
      0.14596000E+02      0.47241000E+02      0.37068000E+02
      0.14880000E+02      0.44216000E+02      0.35160000E+02
      0.15186000E+02      0.42498000E+02      0.34069000E+02
      0.15186000E+02      0.39125000E+02      0.32338000E+02
      0.14900000E+02      0.36966000E+02      0.30959000E+02
      0.15050000E+02      0.34425000E+02      0.29607000E+02
      0.15184000E+02      0.32056000E+02      0.27858000E+02
      0.14875000E+02      0.29474000E+02      0.26626000E+02
      0.15318000E+02      0.27190000E+02      0.24635000E+02
      0.15108000E+02      0.23992000E+02      0.22780000E+02
      0.14964000E+02      0.21493000E+02      0.21036000E+02
      0.15105000E+02      0.18824000E+02      0.19374000E+02
      0.15211000E+02      0.16507000E+02      0.17633000E+02
      0.15211000E+02      0.14611000E+02      0.16132000E+02
      0.15504000E+02      0.11710000E+02      0.14456000E+02
      0.15238000E+02      0.87600000E+01      0.12838000E+02
      0.14725000E+02      0.62580000E+01      0.11525000E+02
      0.10080000E+02      0.54557000E+02      0.41279000E+02
      0.10030000E+02      0.51832000E+02      0.40137000E+02
      0.99000000E+01      0.49340000E+02      0.38479000E+02
      0.10168000E+02      0.46854000E+02      0.36936000E+02
      0.10124000E+02      0.44010000E+02      0.35478000E+02
      0.10220000E+02      0.41528000E+02      0.33977000E+02
      0.10373000E+02      0.38858000E+02      0.32312000E+02
      0.10608000E+02      0.36456000E+02      0.30898000E+02
      0.10526000E+02      0.33869000E+02      0.29377000E+02
      0.10667000E+02      0.31276000E+02      0.27400000E+02
      0.10866000E+02      0.28869000E+02      0.25892000E+02
      0.10727000E+02      0.26266000E+02      0.24099000E+02
      0.10223000E+02      0.23700000E+02      0.22448000E+02
      0.10011000E+02      0.20707000E+02      0.20770000E+02
      0.10277000E+02      0.18746000E+02      0.19385000E+02
      0.10131000E+02      0.16343000E+02      0.17640000E+02
      0.94020000E+01      0.13233000E+02      0.15357000E+02
      0.97400000E+01      0.10609000E+02      0.14316000E+02
      0.97770000E+01      0.78530000E+01      0.13045000E+02
      0.96670000E+01      0.52650000E+01      0.11578000E+02
      0.51240000E+01      0.54515000E+02      0.41282000E+02
      0.51380000E+01      0.51405000E+02      0.40020000E+02
      0.51050000E+01      0.49084000E+02      0.38767000E+02
      0.51950000E+01      0.46800000E+02      0.37152000E+02
      0.49540000E+01      0.43718000E+02      0.35498000E+02
      0.52380000E+01      0.41459000E+02      0.34100000E+02
      0.53500000E+01      0.38808000E+02      0.32619000E+02
      0.55510000E+01      0.36706000E+02      0.31127000E+02
      0.58060000E+01      0.33788000E+02      0.29423000E+02
      0.60740000E+01      0.31543000E+02      0.27573000E+02
      0.57990000E+01      0.28672000E+02      0.25914000E+02
      0.51350000E+01      0.26378000E+02      0.24150000E+02
      0.54310000E+01      0.23846000E+02      0.22685000E+02
      0.44990000E+01      0.21226000E+02      0.20796000E+02
      0.53900000E+01      0.18950000E+02      0.19553000E+02
      0.55960000E+01      0.16682000E+02      0.17765000E+02
      0.50650000E+01      0.13798000E+02      0.15844000E+02
      0.50070000E+01      0.11576000E+02      0.14472000E+02
      0.50570000E+01      0.84860000E+01      0.13124000E+02
      0.51030000E+01      0.61150000E+01      0.11726000E+02
      0.51710000E+01      0.66791000E+02      0.41459000E+02
      0.53850000E+01      0.63946000E+02      0.41565000E+02
      0.53480000E+01      0.60481000E+02      0.41581000E+02
      0.50560000E+01      0.56460000E+02      0.41522000E+02
      0.24817000E+02      0.68368000E+02      0.40718000E+02
      0.25239000E+02      0.64712000E+02      0.41359000E+02
      0.25278000E+02      0.61251000E+02      0.41418000E+02
      0.25026000E+02      0.57423000E+02      0.41370000E+02
      0.19958000E+02      0.67491000E+02      0.42491000E+02
      0.20216000E+02      0.64628000E+02      0.41431000E+02
      0.20257000E+02      0.61127000E+02      0.41432000E+02
      0.19685000E+02      0.57244000E+02      0.41352000E+02
      0.14364000E+02      0.67570000E+02      0.41204000E+02
      0.15026000E+02      0.64439000E+02      0.41415000E+02
      0.15315000E+02      0.61047000E+02      0.41434000E+02
      0.15081000E+02      0.57090000E+02      0.41339000E+02
      0.10262000E+02      0.66948000E+02      0.41373000E+02
      0.10069000E+02      0.64198000E+02      0.41535000E+02
      0.10323000E+02      0.60742000E+02      0.41483000E+02
      0.10090000E+02      0.56817000E+02      0.41430000E+02
      0.30005000E+02      0.64797000E+02      0.41375000E+02
      0.30240000E+02      0.61434000E+02      0.41377000E+02
      0.30062000E+02      0.57558000E+02      0.41414000E+02
