1097										
1	1	1	1	2	1	3	1	4	-2.091191431	78.72324
2	1	1	1	2	1	4	1	5	-0.536606592	78.4849
3	1	1	1	2	1	5	1	6	-0.185559233	73.5904
4	1	1	1	2	1	6	1	7	-0.0901392	70.37515
5	1	1	1	2	1	7	1	8	-0.04791596	64.92075
6	1	1	1	2	1	8	1	9	-0.030163875	62.49326
7	1	1	1	2	1	9	1	10	-0.01747424	57.17789
8	1	1	1	2	1	10	1	11	-0.011270082	53.05202
9	1	1	1	2	1	11	1	12	-0.008905755	51.32299
10	1	2	1	3	1	4	1	5	-2.010117781	75.31611
11	1	2	1	3	1	5	1	6	-0.515307923	77.8754
12	1	2	1	3	1	6	1	7	-0.197767751	74.81994
13	1	2	1	3	1	7	1	8	-0.09273107	69.04743
14	1	2	1	3	1	8	1	9	-0.049664604	66.91039
15	1	2	1	3	1	9	1	10	-0.02885011	61.50704
16	1	2	1	3	1	10	1	11	-0.017838212	57.12972
17	1	2	1	3	1	11	1	12	-0.012604688	55.49816
18	1	2	1	3	1	12	1	13	-0.00854636	51.70395
19	1	3	1	4	1	5	1	6	-2.120118925	79.39201
20	1	3	1	4	1	6	1	7	-0.512941181	78.50694
21	1	3	1	4	1	7	1	8	-0.184925168	72.24678
22	1	3	1	4	1	8	1	9	-0.0927128	70.37745
23	1	3	1	4	1	9	1	10	-0.048787889	65.40171
24	1	3	1	4	1	10	1	11	-0.028414082	61.22854
25	1	3	1	4	1	11	1	12	-0.018834197	60.17098
26	1	3	1	4	1	12	1	13	-0.012680926	56.52405
27	1	3	1	4	1	13	1	14	-0.008440994	49.74384
28	1	4	1	5	1	6	1	7	-2.055826156	78.1536
29	1	4	1	5	1	7	1	8	-0.498423421	75.15606
30	1	4	1	5	1	8	1	9	-0.194227148	72.60633
31	1	4	1	5	1	9	1	10	-0.090252129	68.37187
32	1	4	1	5	1	10	1	11	-0.048591237	64.31996
33	1	4	1	5	1	11	1	12	-0.029432841	63.50855
34	1	4	1	5	1	12	1	13	-0.019054225	59.86401
35	1	4	1	5	1	13	1	14	-0.011644783	52.98076
36	1	4	1	5	1	14	1	15	-0.008391224	50.23016
37	1	5	1	6	1	7	1	8	-2.044424952	76.27229
38	1	5	1	6	1	8	1	9	-0.491788751	73.87735
39	1	5	1	6	1	9	1	10	-0.182337539	71.64739
40	1	5	1	6	1	10	1	11	-0.089969442	67.9514
41	1	5	1	6	1	11	1	12	-0.049979188	67.45656
42	1	5	1	6	1	12	1	13	-0.030006953	63.83553
43	1	5	1	6	1	13	1	14	-0.017508907	56.76169
44	1	5	1	6	1	14	1	15	-0.012071326	53.95779
45	1	5	1	6	1	15	1	16	-0.008243835	50.68672
46	1	6	1	7	1	8	1	9	-2.083444411	78.09405
47	1	6	1	7	1	9	1	10	-0.4916371	76.14304
48	1	6	1	7	1	10	1	11	-0.183690508	71.88625
49	1	6	1	7	1	11	1	12	-0.096287515	71.83314
50	1	6	1	7	1	12	1	13	-0.051008046	68.15491
51	1	6	1	7	1	13	1	14	-0.028661695	60.42896
52	1	6	1	7	1	14	1	15	-0.018280952	57.91683
53	1	6	1	7	1	15	1	16	-0.012226143	54.82079
54	1	6	1	7	1	16	1	17	-0.008129117	49.04646
55	1	7	1	8	1	9	1	10	-1.981453943	75.79814
56	1	7	1	8	1	10	1	11	-0.483028407	75.80687
57	1	7	1	8	1	11	1	12	-0.199397346	77.72498
58	1	7	1	8	1	12	1	13	-0.091960087	73.48907
59	1	7	1	8	1	13	1	14	-0.049022828	64.56947
60	1	7	1	8	1	14	1	15	-0.030078007	61.8403
61	1	7	1	8	1	15	1	16	-0.019128157	58.72691
62	1	7	1	8	1	16	1	17	-0.011947838	52.78703
63	1	7	1	8	1	17	1	18	-0.008457556	50.19626
